Time (Sec);S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S3;S4;S5;
2.6266666666666674;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98950879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98996639999999;99.98996639999999;
2.7266666666666675;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98950879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98996639999999;99.98996639999999;
2.8266666666666675;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98950879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98996639999999;99.98996639999999;
2.9266666666666676;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98950879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98996639999999;99.98996639999999;
3.0266666666666677;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98950879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98996639999999;99.98996639999999;
3.046666666666668;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98940879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98996639999999;99.98986639999998;99.98996639999999;
3.055250666666668;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98940879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98986639999998;99.98986639999998;99.98986639999998;
3.056666666666668;100.0;99.9998;99.9998;99.9998;99.99659679999999;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98940879999998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.9998;99.98986639999998;99.98986639999998;99.98986639999998;
3.056666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.99649679999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.056666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.065250666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.066340000000001;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.066340000000001;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.0666666666666678;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.0760133333333344;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.1266666666666674;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.2266666666666675;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.3266666666666675;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.4266666666666676;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.5266666666666677;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.626666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.726666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.826666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
3.926666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
4.026666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98939279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98940879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98986639999998;99.98986639999998;
4.056666666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98929279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98930879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98986639999998;99.98976639999998;99.98986639999998;
4.065250666666668;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98929279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98916399999999;99.99969999999999;99.99969999999999;99.98930879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.066340000000002;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98929279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98906399999998;99.99969999999999;99.99969999999999;99.98930879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.066666666666669;100.0;99.99969999999999;99.99969999999999;99.99969999999999;99.98929279999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98906399999998;99.99969999999999;99.99969999999999;99.98930879999998;99.99969999999999;99.99626799999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.99969999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.066666666666669;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.99616799999998;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.066666666666669;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.075250666666669;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.076340000000002;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.076340000000002;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.99616799999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.076340000000002;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.076666666666669;100.0;99.99959999999999;99.99959999999999;99.99959999999999;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.0860133333333355;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.126666666666669;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.226666666666668;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.326666666666668;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.426666666666668;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.526666666666667;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.626666666666667;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.726666666666667;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.826666666666666;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
4.926666666666666;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
5.0266666666666655;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98929279999999;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98930879999998;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98976639999998;99.98976639999998;
5.066666666666666;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98919279999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98920879999997;99.99959999999999;99.98896399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98976639999998;99.98966639999998;99.98976639999998;
5.075250666666666;100.0;99.99959999999999;99.99959999999999;99.99616799999998;99.98919279999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.99959999999999;99.98920879999997;99.99959999999999;99.98896399999998;99.99959999999999;99.99959999999999;99.99959999999999;99.98906399999998;99.99959999999999;99.98966639999998;99.98966639999998;99.98966639999998;
